investor_name,issuer,rank,cusip,value,weight
"Capital Research Global Investors","MKS INSTRS INC",338,55306N104,39826429,0.0098
"Capital Research Global Investors","STRUCTURE THERAPEUTICS INC",339,86366E106,39681287,0.0098
"Capital Research Global Investors","AT&T INC",340,00206R102,39186116,0.0096
"Capital Research Global Investors","VISTA ENERGY S.A.B. DE C.V.",341,92837L109,36338821,0.0089
"Capital Research Global Investors","BENTLEY SYS INC",342,08265T208,35872602,0.0088
"Capital Research Global Investors","CABOT CORP",343,127055101,35436148,0.0087
"Capital Research Global Investors","GLOBANT S A",344,L44385109,34879301,0.0086
"Capital Research Global Investors","ROYAL BK CDA",345,780087102,34537020,0.0085
"Capital Research Global Investors","GRUPO AEROPUERTO DEL PACIFIC",346,400506101,30598669,0.0075
"Capital Research Global Investors","CCC INTELLIGENT SOLUTIONS HL",347,12510Q100,30241020,0.0074
"Capital Research Global Investors","ALCON AG",348,H01301128,29325058,0.0072
"Capital Research Global Investors","VIPER ENERGY INC",349,927959106,29317863,0.0072
"Capital Research Global Investors","ATLASSIAN CORPORATION",350,049468101,28788909,0.0071
"Capital Research Global Investors","CONTROLADORA VUELA COMP DE A",351,21240E105,28308840,0.0070
"Capital Research Global Investors","MAPLEBEAR INC",352,565394103,28145248,0.0069
"Capital Research Global Investors","FRESHPET INC",353,358039105,28023914,0.0069
"Capital Research Global Investors","KLAVIYO INC",354,49845K101,27859895,0.0069
"Capital Research Global Investors","INHIBRX INC",355,45720L107,27069680,0.0067
"Capital Research Global Investors","STELLANTIS N.V",356,N82405106,26808282,0.0066
"Capital Research Global Investors","RIVIAN AUTOMOTIVE INC",357,76954A103,26377110,0.0065
"Capital Research Global Investors","TREEHOUSE FOODS INC",358,89469A104,25820200,0.0064
"Capital Research Global Investors","LXP INDUSTRIAL TRUST",359,529043101,24086008,0.0059
"Capital Research Global Investors","SERVICE CORP INTL",360,817565104,20844326,0.0051
"Capital Research Global Investors","WENDYS CO",361,95058W100,20573568,0.0051
"Capital Research Global Investors","LANDS END INC NEW",362,51509F105,20076000,0.0049
"Capital Research Global Investors","STEPSTONE GROUP INC",363,85914M107,20006174,0.0049
"Capital Research Global Investors","BWX TECHNOLOGIES INC",364,05605H100,19247337,0.0047
"Capital Research Global Investors","ITAU UNIBANCO HLDG S A",365,465562106,18935253,0.0047
"Capital Research Global Investors","CHIPOTLE MEXICAN GRILL INC",366,169656105,18574689,0.0046
"Capital Research Global Investors","MICROSTRATEGY INC",367,594972408,18319506,0.0045
"Capital Research Global Investors","CASELLA WASTE SYS INC",368,147448104,16393963,0.0040
"Capital Research Global Investors","SJW GROUP",369,784305104,15831364,0.0039
"Capital Research Global Investors","LESLIES INC",370,527064109,15214638,0.0037
"Capital Research Global Investors","BANK AMERICA CORP",371,060505104,15031264,0.0037
"Capital Research Global Investors","ROBERT HALF INC.",372,770323103,14353028,0.0035
"Capital Research Global Investors","ST JOE CO",373,790148100,14178468,0.0035
"Capital Research Global Investors","FIRST WATCH RESTAURANT GROUP",374,33748L101,13326099,0.0033
"Capital Research Global Investors","KKR & CO INC",375,48251W104,12588146,0.0031
"Capital Research Global Investors","DOUGLAS ELLIMAN INC",376,25961D105,12439755,0.0031
"Capital Research Global Investors","METTLER TOLEDO INTERNATIONAL",377,592688105,12300627,0.0030
"Capital Research Global Investors","PLAYSTUDIOS INC",378,72815G108,12195000,0.0030
"Capital Research Global Investors","HASHICORP INC",379,418100103,11709270,0.0029
"Capital Research Global Investors","V F CORP",380,918204108,10970966,0.0027
"Capital Research Global Investors","RAYZEBIO INC",381,75525N107,10619133,0.0026
"Capital Research Global Investors","KRAFT HEINZ CO",382,500754106,9466880,0.0023
"Capital Research Global Investors","GUIDEWIRE SOFTWARE INC",383,40171V100,9314197,0.0023
"Capital Research Global Investors","HERC HLDGS INC",384,42704L104,8892753,0.0022
"Capital Research Global Investors","PROCORE TECHNOLOGIES INC",385,74275K108,8694032,0.0021
"Capital Research Global Investors","JFROG LTD",386,M6191J100,6174424,0.0015
"Capital Research Global Investors","ARES MANAGEMENT CORPORATION",387,03990B101,5431076,0.0013
"Capital Research Global Investors","SONY GROUP CORP",388,835699307,4627948,0.0011
"Capital Research Global Investors","SPDR SER TR",389,78468R663,4479860,0.0011
"Capital Research Global Investors","ASML HOLDING N V",390,N07059210,4470740,0.0011
"Capital Research Global Investors","BROOKFIELD INFRASTRUCTURE CO",391,11275Q107,4232897,0.0010
"Capital Research Global Investors","BARK INC",392,68622E104,3624750,0.0009
"Capital Research Global Investors","NOVO-NORDISK A S",393,670100205,3523360,0.0009
"Capital Research Global Investors","COUPANG INC",394,22266T109,3330510,0.0008
"Capital Research Global Investors","ATKORE INC",395,047649108,3108800,0.0008
"Capital Research Global Investors","FUTU HLDGS LTD",396,36118L106,2847479,0.0007
"Capital Research Global Investors","ISHARES TR",397,464288257,2667886,0.0007
"Capital Research Global Investors","SPDR S&P 500 ETF TR",398,78462F103,2416642,0.0006
"Capital Research Global Investors","TOTALENERGIES SE",399,89151E109,2077803,0.0005
"Capital Research Global Investors","ING GROEP N.V.",400,456837103,2023557,0.0005
"Capital Research Global Investors","WOODSIDE ENERGY GROUP LTD",401,980228308,1848041,0.0005
"Capital Research Global Investors","BANCO BILBAO VIZCAYA ARGENTA",402,05946K101,1349107,0.0003
"Capital Research Global Investors","VANGUARD STAR FDS",403,921909768,310683,0.0001
"Capital Research Global Investors","RIO TINTO PLC",404,767204100,276841,0.0001
